type,notch,searge,mcp
func,bln$a/d()I,net/minecraft/client/gui/GuiSnooper$List/func_148137_d()I,getScrollBarX
func,bln/a(IIF)V,net/minecraft/client/gui/GuiSnooper/func_73863_a(IIF)V,drawScreen
func,bln/a(Lbja;)V,net/minecraft/client/gui/GuiSnooper/func_146284_a(Lnet/minecraft/client/gui/GuiButton;)V,actionPerformed
func,bln/a(Lbln;)Ljava/util/List;,net/minecraft/client/gui/GuiSnooper/access$000(Lnet/minecraft/client/gui/GuiSnooper;)Ljava/util/List;,-
func,bln/b()V,net/minecraft/client/gui/GuiSnooper/func_73866_w_()V,initGui
func,bln/b(Lbln;)Ljava/util/List;,net/minecraft/client/gui/GuiSnooper/access$100(Lnet/minecraft/client/gui/GuiSnooper;)Ljava/util/List;,-
func,bln/k()V,net/minecraft/client/gui/GuiSnooper/func_146274_d()V,handleMouseInput
func,blo$a/a(II)V,net/minecraft/client/gui/GuiScreenOptionsSounds$Button/func_146118_a(II)V,mouseReleased
func,blo$a/a(Lbib;II)V,net/minecraft/client/gui/GuiScreenOptionsSounds$Button/func_146119_b(Lnet/minecraft/client/Minecraft;II)V,mouseDragged
func,blo$a/a(Lcho;)V,net/minecraft/client/gui/GuiScreenOptionsSounds$Button/func_146113_a(Lnet/minecraft/client/audio/SoundHandler;)V,playPressSound
func,blo$a/a(Z)I,net/minecraft/client/gui/GuiScreenOptionsSounds$Button/func_146114_a(Z)I,getHoverState
func,blo$a/b(Lbib;II)Z,net/minecraft/client/gui/GuiScreenOptionsSounds$Button/func_146116_c(Lnet/minecraft/client/Minecraft;II)Z,mousePressed
func,blo/a(CI)V,net/minecraft/client/gui/GuiScreenOptionsSounds/func_73869_a(CI)V,keyTyped
func,blo/a(IIF)V,net/minecraft/client/gui/GuiScreenOptionsSounds/func_73863_a(IIF)V,drawScreen
func,blo/a(Lbja;)V,net/minecraft/client/gui/GuiScreenOptionsSounds/func_146284_a(Lnet/minecraft/client/gui/GuiButton;)V,actionPerformed
func,blo/a(Lblo;)Lbid;,net/minecraft/client/gui/GuiScreenOptionsSounds/access$000(Lnet/minecraft/client/gui/GuiScreenOptionsSounds;)Lnet/minecraft/client/settings/GameSettings;,-
func,blo/a(Lqg;)Ljava/lang/String;,net/minecraft/client/gui/GuiScreenOptionsSounds/func_184097_a(Lnet/minecraft/util/SoundCategory;)Ljava/lang/String;,getDisplayString
func,blo/b()V,net/minecraft/client/gui/GuiScreenOptionsSounds/func_73866_w_()V,initGui
func,blp/a([Ljava/lang/String;)V,net/minecraft/util/ITabCompleter/func_184072_a([Ljava/lang/String;)V,setCompletions
func,blq/a()V,net/minecraft/util/TabCompleter/func_186841_a()V,complete
func,blq/a(Ljava/lang/String;)V,net/minecraft/util/TabCompleter/func_186838_a(Ljava/lang/String;)V,requestCompletions
func,blq/a([Ljava/lang/String;)V,net/minecraft/util/TabCompleter/func_186840_a([Ljava/lang/String;)V,setCompletions
func,blq/b()Let;,net/minecraft/util/TabCompleter/func_186839_b()Lnet/minecraft/util/math/BlockPos;,getTargetBlockPos
func,blq/c()V,net/minecraft/util/TabCompleter/func_186842_c()V,resetDidComplete
func,blq/d()V,net/minecraft/util/TabCompleter/func_186843_d()V,resetRequested
func,blr/a()Z,net/minecraft/client/gui/GuiMainMenu/func_183501_a()Z,areRealmsNotificationsEnabled
func,blr/a(CI)V,net/minecraft/client/gui/GuiMainMenu/func_73869_a(CI)V,keyTyped
func,blr/a(IIF)V,net/minecraft/client/gui/GuiMainMenu/func_73863_a(IIF)V,drawScreen
func,blr/a(III)V,net/minecraft/client/gui/GuiMainMenu/func_73864_a(III)V,mouseClicked
func,blr/a(Lbja;)V,net/minecraft/client/gui/GuiMainMenu/func_146284_a(Lnet/minecraft/client/gui/GuiButton;)V,actionPerformed
func,blr/a(ZI)V,net/minecraft/client/gui/GuiMainMenu/func_73878_a(ZI)V,confirmClicked
func,blr/b()V,net/minecraft/client/gui/GuiMainMenu/func_73866_w_()V,initGui
func,blr/b(II)V,net/minecraft/client/gui/GuiMainMenu/func_73969_a(II)V,addSingleplayerMultiplayerButtons
func,blr/b(IIF)V,net/minecraft/client/gui/GuiMainMenu/func_73970_b(IIF)V,drawPanorama
func,blr/c(II)V,net/minecraft/client/gui/GuiMainMenu/func_73972_b(II)V,addDemoButtons
func,blr/c(IIF)V,net/minecraft/client/gui/GuiMainMenu/func_73971_c(IIF)V,renderSkybox
func,blr/d()Z,net/minecraft/client/gui/GuiMainMenu/func_73868_f()Z,doesGuiPauseGame
func,blr/e()V,net/minecraft/client/gui/GuiMainMenu/func_73876_c()V,updateScreen
func,blr/f()V,net/minecraft/client/gui/GuiMainMenu/func_140005_i()V,switchToRealms
func,blr/g()V,net/minecraft/client/gui/GuiMainMenu/func_73968_a()V,rotateAndBlurSkybox
func,blr/m()V,net/minecraft/client/gui/GuiMainMenu/func_146281_b()V,onGuiClosed
func,bls/a(CI)V,net/minecraft/client/gui/GuiVideoSettings/func_73869_a(CI)V,keyTyped
func,bls/a(IIF)V,net/minecraft/client/gui/GuiVideoSettings/func_73863_a(IIF)V,drawScreen
func,bls/a(III)V,net/minecraft/client/gui/GuiVideoSettings/func_73864_a(III)V,mouseClicked
func,bls/a(Lbja;)V,net/minecraft/client/gui/GuiVideoSettings/func_146284_a(Lnet/minecraft/client/gui/GuiButton;)V,actionPerformed
func,bls/b()V,net/minecraft/client/gui/GuiVideoSettings/func_73866_w_()V,initGui
func,bls/b(III)V,net/minecraft/client/gui/GuiVideoSettings/func_146286_b(III)V,mouseReleased
func,bls/k()V,net/minecraft/client/gui/GuiVideoSettings/func_146274_d()V,handleMouseInput
func,blt/a()V,net/minecraft/client/gui/GuiWinGame/func_146574_g()V,sendRespawnPacket
func,blt/a(CI)V,net/minecraft/client/gui/GuiWinGame/func_73869_a(CI)V,keyTyped
func,blt/a(IIF)V,net/minecraft/client/gui/GuiWinGame/func_73863_a(IIF)V,drawScreen
func,blt/b()V,net/minecraft/client/gui/GuiWinGame/func_73866_w_()V,initGui
func,blt/b(IIF)V,net/minecraft/client/gui/GuiWinGame/func_146575_b(IIF)V,drawWinGameScreen
func,blt/d()Z,net/minecraft/client/gui/GuiWinGame/func_73868_f()Z,doesGuiPauseGame
func,blt/e()V,net/minecraft/client/gui/GuiWinGame/func_73876_c()V,updateScreen
func,blu$a$1/a(Lqk;Lqk;)I,net/minecraft/client/gui/achievement/GuiStats$StatsBlock$1/compare(Lnet/minecraft/stats/StatCrafting;Lnet/minecraft/stats/StatCrafting;)I,-
func,blu$a$1/compare(Ljava/lang/Object;Ljava/lang/Object;)I,net/minecraft/client/gui/achievement/GuiStats$StatsBlock$1/compare(Ljava/lang/Object;Ljava/lang/Object;)I,-
func,blu$a/a(IIIIIIF)V,net/minecraft/client/gui/achievement/GuiStats$StatsBlock/func_192637_a(IIIIIIF)V,drawSlot
func,blu$a/a(IILbve;)V,net/minecraft/client/gui/achievement/GuiStats$StatsBlock/func_148129_a(IILnet/minecraft/client/renderer/Tessellator;)V,drawListHeader
func,blu$a/b(I)Ljava/lang/String;,net/minecraft/client/gui/achievement/GuiStats$StatsBlock/func_148210_b(I)Ljava/lang/String;,getHeaderDescriptionId
func,blu$b/a()V,net/minecraft/client/gui/achievement/GuiStats$StatsGeneral/func_148123_a()V,drawBackground
func,blu$b/a(I)Z,net/minecraft/client/gui/achievement/GuiStats$StatsGeneral/func_148131_a(I)Z,isSelected
func,blu$b/a(IIIIIIF)V,net/minecraft/client/gui/achievement/GuiStats$StatsGeneral/func_192637_a(IIIIIIF)V,drawSlot
func,blu$b/a(IZII)V,net/minecraft/client/gui/achievement/GuiStats$StatsGeneral/func_148144_a(IZII)V,elementClicked
func,blu$b/b()I,net/minecraft/client/gui/achievement/GuiStats$StatsGeneral/func_148127_b()I,getSize
func,blu$b/k()I,net/minecraft/client/gui/achievement/GuiStats$StatsGeneral/func_148138_e()I,getContentHeight
func,blu$c$1/a(Lqk;Lqk;)I,net/minecraft/client/gui/achievement/GuiStats$StatsItem$1/compare(Lnet/minecraft/stats/StatCrafting;Lnet/minecraft/stats/StatCrafting;)I,-
func,blu$c$1/compare(Ljava/lang/Object;Ljava/lang/Object;)I,net/minecraft/client/gui/achievement/GuiStats$StatsItem$1/compare(Ljava/lang/Object;Ljava/lang/Object;)I,-
func,blu$c/a(IIIIIIF)V,net/minecraft/client/gui/achievement/GuiStats$StatsItem/func_192637_a(IIIIIIF)V,drawSlot
func,blu$c/a(IILbve;)V,net/minecraft/client/gui/achievement/GuiStats$StatsItem/func_148129_a(IILnet/minecraft/client/renderer/Tessellator;)V,drawListHeader
func,blu$c/b(I)Ljava/lang/String;,net/minecraft/client/gui/achievement/GuiStats$StatsItem/func_148210_b(I)Ljava/lang/String;,getHeaderDescriptionId
func,blu$d/a()V,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList/func_148123_a()V,drawBackground
func,blu$d/a(I)Z,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList/func_148131_a(I)Z,isSelected
func,blu$d/a(IIIIIIF)V,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList/func_192637_a(IIIIIIF)V,drawSlot
func,blu$d/a(IZII)V,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList/func_148144_a(IZII)V,elementClicked
func,blu$d/b()I,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList/func_148127_b()I,getSize
func,blu$d/k()I,net/minecraft/client/gui/achievement/GuiStats$StatsMobsList/func_148138_e()I,getContentHeight
func,blu$e/a()V,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148123_a()V,drawBackground
func,blu$e/a(I)Z,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148131_a(I)Z,isSelected
func,blu$e/a(II)V,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148132_a(II)V,clickedHeader
func,blu$e/a(IILbve;)V,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148129_a(IILnet/minecraft/client/renderer/Tessellator;)V,drawListHeader
func,blu$e/a(IZII)V,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148144_a(IZII)V,elementClicked
func,blu$e/a(Lqk;II)V,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148213_a(Lnet/minecraft/stats/StatCrafting;II)V,renderMouseHoverToolTip
func,blu$e/a(Lqo;IIZ)V,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148209_a(Lnet/minecraft/stats/StatBase;IIZ)V,renderStat
func,blu$e/b()I,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148127_b()I,getSize
func,blu$e/b(I)Ljava/lang/String;,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148210_b(I)Ljava/lang/String;,getHeaderDescriptionId
func,blu$e/b(II)V,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148142_b(II)V,renderDecorations
func,blu$e/c()I,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148139_c()I,getListWidth
func,blu$e/c(I)Lqk;,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148211_c(I)Lnet/minecraft/stats/StatCrafting;,getSlotStat
func,blu$e/d()I,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148137_d()I,getScrollBarX
func,blu$e/d(I)V,net/minecraft/client/gui/achievement/GuiStats$Stats/func_148212_h(I)V,sortByColumn
func,blu/a()V,net/minecraft/client/gui/achievement/GuiStats/func_193028_a()V,initLists
func,blu/a(IIF)V,net/minecraft/client/gui/achievement/GuiStats/func_73863_a(IIF)V,drawScreen
func,blu/a(IILain;)V,net/minecraft/client/gui/achievement/GuiStats/func_146521_a(IILnet/minecraft/item/Item;)V,drawStatsScreen
func,blu/a(Lbja;)V,net/minecraft/client/gui/achievement/GuiStats/func_146284_a(Lnet/minecraft/client/gui/GuiButton;)V,actionPerformed
func,blu/a(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$000(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/a(Lblu;IIII)V,net/minecraft/client/gui/achievement/GuiStats/access$400(Lnet/minecraft/client/gui/achievement/GuiStats;IIII)V,-
func,blu/a(Lblu;IIIIII)V,net/minecraft/client/gui/achievement/GuiStats/access$1000(Lnet/minecraft/client/gui/achievement/GuiStats;IIIIII)V,-
func,blu/a(Lblu;IILain;)V,net/minecraft/client/gui/achievement/GuiStats/access$1500(Lnet/minecraft/client/gui/achievement/GuiStats;IILnet/minecraft/item/Item;)V,-
func,blu/b()V,net/minecraft/client/gui/achievement/GuiStats/func_73866_w_()V,initGui
func,blu/b(II)V,net/minecraft/client/gui/achievement/GuiStats/func_146531_b(II)V,drawButtonBackground
func,blu/b(Lblu;)Lqt;,net/minecraft/client/gui/achievement/GuiStats/access$100(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/stats/StatisticsManager;,-
func,blu/b(Lblu;IIIIII)V,net/minecraft/client/gui/achievement/GuiStats/access$1300(Lnet/minecraft/client/gui/achievement/GuiStats;IIIIII)V,-
func,blu/c(IIII)V,net/minecraft/client/gui/achievement/GuiStats/func_146527_c(IIII)V,drawSprite
func,blu/c(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$200(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/d()Z,net/minecraft/client/gui/achievement/GuiStats/func_73868_f()Z,doesGuiPauseGame
func,blu/d(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$300(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/e(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$500(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/f()V,net/minecraft/client/gui/achievement/GuiStats/func_193029_f()V,initButtons
func,blu/f(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$600(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/g()V,net/minecraft/client/gui/achievement/GuiStats/func_193026_g()V,onStatsUpdated
func,blu/g(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$700(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/h(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$800(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/i(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$900(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/j(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$1100(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/k()V,net/minecraft/client/gui/achievement/GuiStats/func_146274_d()V,handleMouseInput
func,blu/k(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$1200(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/l(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$1400(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/m(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$1600(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/n(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$1700(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/o(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$1800(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/p(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$1900(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/q(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$2000(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/r(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$2100(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blu/s(Lblu;)Lbip;,net/minecraft/client/gui/achievement/GuiStats/access$2200(Lnet/minecraft/client/gui/achievement/GuiStats;)Lnet/minecraft/client/gui/FontRenderer;,-
func,blv/g()V,net/minecraft/client/gui/IProgressMeter/func_193026_g()V,onStatsUpdated
func,blx/a(II)V,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_191797_b(II)V,scroll
func,blx/a(IILbzw;)V,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_191796_a(IILnet/minecraft/client/renderer/RenderItem;)V,drawIcon
func,blx/a(IIZ)V,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_191798_a(IIZ)V,drawTab
func,blx/a(Lbib;Lbmb;ILi;)Lblx;,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_193936_a(Lnet/minecraft/client/Minecraft;Lnet/minecraft/client/gui/advancements/GuiScreenAdvancements;ILnet/minecraft/advancements/Advancement;)Lnet/minecraft/client/gui/advancements/GuiAdvancementTab;,create
func,blx/a(Lblz;Li;)V,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_193937_a(Lnet/minecraft/client/gui/advancements/GuiAdvancement;Lnet/minecraft/advancements/Advancement;)V,addGuiAdvancement
func,blx/a(Li;)V,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_191800_a(Lnet/minecraft/advancements/Advancement;)V,addAdvancement
func,blx/b(Li;)Lblz;,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_191794_b(Lnet/minecraft/advancements/Advancement;)Lnet/minecraft/client/gui/advancements/GuiAdvancement;,getAdvancementGui
func,blx/c()Li;,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_193935_c()Lnet/minecraft/advancements/Advancement;,getAdvancement
func,blx/c(IIII)V,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_192991_a(IIII)V,drawToolTips
func,blx/d()Ljava/lang/String;,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_191795_d()Ljava/lang/String;,getTitle
func,blx/d(IIII)Z,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_191793_c(IIII)Z,isMouseOver
func,blx/f()V,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_191799_a()V,drawContents
func,blx/g()Lbmb;,net/minecraft/client/gui/advancements/GuiAdvancementTab/func_193934_g()Lnet/minecraft/client/gui/advancements/GuiScreenAdvancements;,getScreen
func,bly/a()I,net/minecraft/client/gui/advancements/AdvancementTabType/func_192650_a()I,getMax
func,bly/a(I)I,net/minecraft/client/gui/advancements/AdvancementTabType/func_192648_a(I)I,getX
func,bly/a(IIIII)Z,net/minecraft/client/gui/advancements/AdvancementTabType/func_192654_a(IIIII)Z,isMouseOver
func,bly/a(IIILbzw;Laip;)V,net/minecraft/client/gui/advancements/AdvancementTabType/func_192652_a(IIILnet/minecraft/client/renderer/RenderItem;Lnet/minecraft/item/ItemStack;)V,drawIcon
func,bly/a(Lbir;IIZI)V,net/minecraft/client/gui/advancements/AdvancementTabType/func_192651_a(Lnet/minecraft/client/gui/Gui;IIZI)V,draw
func,bly/b(I)I,net/minecraft/client/gui/advancements/AdvancementTabType/func_192653_b(I)I,getY
func,bly/values()[Lbly;,net/minecraft/client/gui/advancements/AdvancementTabType/values()[Lnet/minecraft/client/gui/advancements/AdvancementTabType;,-
func,blz/a(II)V,net/minecraft/client/gui/advancements/GuiAdvancement/func_191817_b(II)V,draw
func,blz/a(IIFII)V,net/minecraft/client/gui/advancements/GuiAdvancement/func_191821_a(IIFII)V,drawHover
func,blz/a(IIIIIIII)V,net/minecraft/client/gui/advancements/GuiAdvancement/func_192993_a(IIIIIIII)V,renderRepeating
func,blz/a(IIIIIIIII)V,net/minecraft/client/gui/advancements/GuiAdvancement/func_192994_a(IIIIIIIII)V,render9Sprite
func,blz/a(IIZ)V,net/minecraft/client/gui/advancements/GuiAdvancement/func_191819_a(IIZ)V,drawConnectivity
func,blz/a(Lblz;)V,net/minecraft/client/gui/advancements/GuiAdvancement/func_191822_a(Lnet/minecraft/client/gui/advancements/GuiAdvancement;)V,addGuiAdvancement
func,blz/a(Li;)Lblz;,net/minecraft/client/gui/advancements/GuiAdvancement/func_191818_a(Lnet/minecraft/advancements/Advancement;)Lnet/minecraft/client/gui/advancements/GuiAdvancement;,getFirstVisibleParent
func,blz/a(Ljava/lang/String;I)Ljava/util/List;,net/minecraft/client/gui/advancements/GuiAdvancement/func_192995_a(Ljava/lang/String;I)Ljava/util/List;,findOptimalLines
func,blz/a(Lk;)V,net/minecraft/client/gui/advancements/GuiAdvancement/func_191824_a(Lnet/minecraft/advancements/AdvancementProgress;)V,setAdvancementProgress
func,blz/b()V,net/minecraft/client/gui/advancements/GuiAdvancement/func_191825_b()V,attachToParent
func,blz/c()I,net/minecraft/client/gui/advancements/GuiAdvancement/func_191820_c()I,getY
func,blz/c(IIII)Z,net/minecraft/client/gui/advancements/GuiAdvancement/func_191816_c(IIII)Z,isMouseOver
func,blz/d()I,net/minecraft/client/gui/advancements/GuiAdvancement/func_191823_d()I,getX
func,bma/a()I,net/minecraft/client/gui/advancements/AdvancementState/func_192667_a()I,getId
func,bma/values()[Lbma;,net/minecraft/client/gui/advancements/AdvancementState/values()[Lnet/minecraft/client/gui/advancements/AdvancementState;,-
func,bmb/a()V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191930_a()V,advancementsCleared
func,bmb/a(CI)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_73869_a(CI)V,keyTyped
func,bmb/a(IIF)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_73863_a(IIF)V,drawScreen
func,bmb/a(III)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_73864_a(III)V,mouseClicked
func,bmb/a(Li;)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191931_a(Lnet/minecraft/advancements/Advancement;)V,rootAdvancementAdded
func,bmb/a(Li;Lk;)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191933_a(Lnet/minecraft/advancements/Advancement;Lnet/minecraft/advancements/AdvancementProgress;)V,onUpdateAdvancementProgress
func,bmb/b()V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_73866_w_()V,initGui
func,bmb/b(II)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191934_b(II)V,renderWindow
func,bmb/b(Li;)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191928_b(Lnet/minecraft/advancements/Advancement;)V,rootAdvancementRemoved
func,bmb/c(IIII)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191936_c(IIII)V,renderInside
func,bmb/c(Li;)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191932_c(Lnet/minecraft/advancements/Advancement;)V,nonRootAdvancementAdded
func,bmb/d(IIII)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191937_d(IIII)V,renderToolTips
func,bmb/d(Li;)V,net/minecraft/client/gui/advancements/GuiScreenAdvancements/func_191929_d(Lnet/minecraft/advancements/Advancement;)V,nonRootAdvancementRemoved
